loan_id,property_type,region,origination_date,maturity_date,rate_type,interest_rate_pct,original_loan_amount,current_balance,appraised_value,net_operating_income,occupancy_pct,ltv,dscr,debt_yield,interest_coverage,covenant_status,delinquency_status,watchlist_rating,defaulted
L0144,Multifamily,Midwest,2024-06-10,2034-06-08,Floating,6.44,7421966.0,7282880.0,11824269.0,795220.0,83.0,0.6159,1.47,0.1092,1.69,Compliant,Current,Pass,0
L0145,Multifamily,Northeast,2023-08-25,2030-08-23,Fixed,6.79,6574864.0,6388966.0,10005754.0,652940.0,92.2,0.6385,1.31,0.1022,1.5,Compliant,Current,Pass,0
L0146,Office,Midwest,2019-10-11,2022-10-10,Floating,7.54,29187982.0,27005840.0,38267004.0,2504325.0,77.6,0.7057,1.07,0.0927,1.23,Compliant,30-60 Days,Watch,0
L0147,Retail,Midwest,2022-02-21,2032-02-19,Fixed,6.5,14718316.0,14036031.0,19079902.0,1221968.0,88.8,0.7356,1.16,0.0871,1.34,Compliant,Current,Pass,0
L0148,Retail,Southwest,2024-06-03,2027-06-03,Fixed,6.81,10068339.0,9877344.0,12670506.0,962390.0,83.6,0.7796,1.24,0.0974,1.43,Compliant,Current,Watch,0
L0149,Office,West,2024-02-27,2027-02-26,Floating,6.33,6648778.0,6501448.0,12100762.0,621597.0,82.2,0.5373,1.31,0.0956,1.51,Compliant,Current,Pass,0
L0150,Multifamily,Northeast,2019-07-21,2026-07-19,Fixed,5.74,15651887.0,14439531.0,30758531.0,1568555.0,89.2,0.4694,1.65,0.1086,1.89,Compliant,Current,Pass,0
L0151,Hospitality,Midwest,2024-04-05,2029-04-04,Fixed,8.62,8192977.0,8021665.0,8985986.0,508360.0,71.4,0.8927,0.64,0.0634,0.73,Compliant,90+ Days,High Risk,1
L0152,Multifamily,Northeast,2020-01-06,2025-01-04,Fixed,6.94,8341642.0,7741866.0,11679272.0,789547.0,98.4,0.6629,1.28,0.102,1.47,Compliant,Current,Pass,0
L0153,Office,Southeast,2019-04-24,2022-04-23,Floating,5.54,28974870.0,26646719.0,33259517.0,2702272.0,73.7,0.8012,1.59,0.1014,1.83,Compliant,Current,Watch,0
L0154,Retail,Southwest,2023-10-17,2028-10-15,Fixed,4.64,11485906.0,11181167.0,12070172.0,878971.0,80.8,0.9263,1.47,0.0786,1.69,Breached,Current,High Risk,0
L0155,Mixed-Use,Southeast,2024-04-23,2029-04-22,Fixed,5.78,18000317.0,17634590.0,29218988.0,2055029.0,88.8,0.6035,1.75,0.1165,2.02,Compliant,Current,Pass,0
L0156,Multifamily,Northeast,2023-07-31,2033-07-28,Floating,7.67,24704937.0,23986125.0,30295922.0,1947458.0,81.4,0.7917,0.92,0.0812,1.06,Compliant,Current,High Risk,0
L0157,Industrial,Northeast,2022-05-01,2025-04-30,Fixed,6.24,13607123.0,13007217.0,27524544.0,1459000.0,100.0,0.4726,1.56,0.1122,1.8,Compliant,Current,Pass,0
L0158,Industrial,West,2024-12-23,2034-12-21,Floating,4.6,3294072.0,3253569.0,4548391.0,316727.0,94.1,0.7153,1.84,0.0973,2.12,Compliant,Current,Pass,0
L0159,Multifamily,Midwest,2020-09-01,2025-08-31,Floating,6.44,9792969.0,9165790.0,9894195.0,823530.0,91.1,0.9264,1.21,0.0898,1.4,Compliant,Current,High Risk,0
L0160,Industrial,Midwest,2021-11-24,2028-11-22,Floating,6.6,9773752.0,9292080.0,14158941.0,889741.0,98.4,0.6563,1.26,0.0958,1.45,Compliant,Current,Pass,0
L0161,Multifamily,Southeast,2024-08-02,2031-08-01,Fixed,4.03,10996738.0,10809824.0,16606401.0,995619.0,95.9,0.6509,1.99,0.0921,2.29,Compliant,Current,Pass,0
L0162,Retail,Southwest,2020-06-18,2027-06-17,Floating,6.62,5697441.0,5318507.0,8456820.0,531789.0,87.1,0.6289,1.31,0.1,1.51,Compliant,Current,Pass,0
L0163,Retail,Midwest,2019-12-03,2024-12-01,Fixed,5.29,4539676.0,4208193.0,7176600.0,505217.0,94.0,0.5864,1.97,0.1201,2.27,Compliant,Current,Pass,0
L0164,Retail,West,2021-09-05,2024-09-04,Fixed,4.55,29959644.0,28404369.0,39361850.0,2598101.0,81.6,0.7216,1.75,0.0915,2.01,Compliant,Current,Pass,0
L0165,Office,Southeast,2020-03-16,2023-03-16,Fixed,7.64,14535037.0,13523399.0,17369873.0,1271303.0,83.7,0.7786,1.07,0.094,1.23,Compliant,Current,Watch,0
L0166,Industrial,Southeast,2021-12-24,2031-12-22,Floating,5.65,36450903.0,34690474.0,59234667.0,3832420.0,85.4,0.5856,1.7,0.1105,1.96,Compliant,Current,Pass,0
L0167,Multifamily,West,2022-07-22,2029-07-20,Fixed,5.6,6405756.0,6140610.0,10346657.0,650090.0,96.1,0.5935,1.64,0.1059,1.89,Compliant,Current,Pass,0
L0168,Office,Southwest,2021-12-17,2026-12-16,Fixed,5.59,25835636.0,24581936.0,28126710.0,1886207.0,75.4,0.874,1.19,0.0767,1.37,Compliant,Current,High Risk,0
L0169,Office,West,2024-09-20,2027-09-20,Fixed,6.2,20423262.0,20109023.0,20640566.0,1241388.0,67.5,0.9742,0.87,0.0617,1.0,Compliant,Current,High Risk,0
L0170,Retail,Southwest,2019-10-06,2024-10-04,Floating,8.19,4818050.0,4457053.0,6598505.0,532281.0,89.1,0.6755,1.27,0.1194,1.46,Compliant,Current,Pass,0
L0171,Industrial,West,2022-04-01,2029-03-30,Floating,5.52,7732473.0,7383939.0,10014782.0,725151.0,93.7,0.7373,1.55,0.0982,1.78,Compliant,Current,Pass,0
L0172,Office,West,2023-11-22,2028-11-20,Floating,6.32,17850834.0,17398352.0,20487890.0,1128938.0,65.7,0.8492,0.89,0.0649,1.03,Breached,Current,High Risk,0
L0173,Retail,Northeast,2021-03-02,2028-02-29,Fixed,6.31,5028780.0,4736808.0,5746156.0,334933.0,70.1,0.8243,0.97,0.0707,1.12,Compliant,Current,High Risk,0
L0174,Multifamily,Southeast,2024-07-19,2034-07-17,Fixed,5.42,10423150.0,10241188.0,16634524.0,1165881.0,90.8,0.6157,1.83,0.1138,2.1,Compliant,Current,Pass,0
L0175,Industrial,West,2023-08-12,2026-08-11,Floating,6.31,2723421.0,2645255.0,3939280.0,262552.0,100.0,0.6715,1.37,0.0993,1.57,Compliant,Current,Pass,0
L0176,Office,West,2020-06-15,2025-06-14,Fixed,6.74,26621138.0,24847951.0,37959403.0,2570710.0,80.6,0.6546,1.34,0.1035,1.54,Compliant,Current,Pass,0
L0177,Industrial,Midwest,2022-12-01,2027-11-30,Fixed,5.52,19639022.0,18911356.0,27942559.0,1767950.0,88.7,0.6768,1.47,0.0935,1.69,Compliant,Current,Pass,0
L0178,Multifamily,Southeast,2023-02-21,2028-02-20,Floating,6.3,15406765.0,14877448.0,19370746.0,1338452.0,100.0,0.768,1.24,0.09,1.43,Compliant,Current,Watch,0
L0179,Mixed-Use,Midwest,2019-03-14,2022-03-13,Floating,6.21,48637717.0,44664082.0,70693047.0,4487775.0,92.3,0.6318,1.41,0.1005,1.62,Compliant,Current,Pass,0
L0180,Office,Southeast,2021-10-25,2024-10-24,Floating,6.51,26193851.0,24877125.0,34446764.0,2413699.0,88.2,0.7222,1.3,0.097,1.49,Compliant,Current,Pass,0
L0181,Multifamily,Midwest,2023-05-31,2033-05-28,Floating,6.82,22498574.0,21798838.0,31473213.0,2264726.0,97.5,0.6926,1.32,0.1039,1.52,Compliant,Current,Pass,0
L0182,Office,West,2024-04-15,2029-04-14,Floating,7.13,35568888.0,34836851.0,39192127.0,3114232.0,85.1,0.8889,1.09,0.0894,1.25,Compliant,Current,High Risk,0
L0183,Mixed-Use,West,2021-04-09,2026-04-08,Fixed,7.94,3083299.0,2908133.0,4648059.0,280593.0,90.8,0.6257,1.06,0.0965,1.21,Compliant,Current,Watch,0
L0184,Hospitality,Northeast,2021-05-11,2031-05-09,Fixed,3.81,27772955.0,26224366.0,25604069.0,1661702.0,64.2,1.0242,1.45,0.0634,1.66,Compliant,Current,High Risk,0
L0185,Multifamily,Midwest,2020-10-16,2027-10-15,Floating,6.45,5608551.0,5257656.0,8613190.0,465363.0,78.9,0.6104,1.19,0.0885,1.37,Compliant,Current,Pass,0
L0186,Industrial,Southwest,2023-06-21,2026-06-20,Fixed,4.97,5223085.0,5064246.0,6517062.0,530726.0,89.8,0.7771,1.83,0.1048,2.11,Compliant,Current,Watch,0
L0187,Industrial,Northeast,2021-12-29,2026-12-28,Floating,6.25,5747413.0,5470781.0,10109701.0,477386.0,100.0,0.5411,1.21,0.0873,1.4,Compliant,Current,Pass,0
L0188,Retail,Midwest,2019-10-17,2024-10-15,Fixed,6.99,6735876.0,6233619.0,8783428.0,703955.0,84.0,0.7097,1.4,0.1129,1.61,Compliant,Current,Pass,0
L0189,Retail,Midwest,2024-07-11,2031-07-10,Fixed,7.28,11440898.0,11238159.0,7390654.0,486610.0,85.8,1.5206,0.52,0.0433,0.59,Compliant,90+ Days,High Risk,1
L0190,Multifamily,Northeast,2019-02-06,2026-02-04,Floating,7.72,15235086.0,13972369.0,19438938.0,1336735.0,82.7,0.7188,1.08,0.0957,1.24,Compliant,Current,Watch,0
L0191,Office,West,2024-06-24,2031-06-23,Floating,7.71,17875874.0,17549113.0,23197589.0,1473255.0,73.6,0.7565,0.95,0.084,1.09,Compliant,30-60 Days,High Risk,0
L0192,Hospitality,Midwest,2024-10-29,2029-10-28,Floating,6.44,32737406.0,32275674.0,32685315.0,2133694.0,67.9,0.9875,0.89,0.0661,1.03,Compliant,Current,High Risk,0
L0193,Hospitality,West,2020-11-26,2027-11-25,Fixed,7.46,33850709.0,31778489.0,25329237.0,1780462.0,71.9,1.2546,0.65,0.056,0.75,Compliant,30-60 Days,High Risk,0
L0194,Retail,Northeast,2020-09-17,2023-09-17,Floating,8.04,10205072.0,9556868.0,17516901.0,880578.0,83.3,0.5456,1.0,0.0921,1.15,Compliant,Current,High Risk,0
L0195,Multifamily,West,2021-11-07,2024-11-06,Fixed,6.32,4647963.0,4416303.0,7419847.0,438742.0,87.8,0.5952,1.37,0.0993,1.57,Compliant,Current,Pass,0
L0196,Multifamily,Southeast,2019-09-13,2024-09-11,Fixed,7.26,7990662.0,7385911.0,12065256.0,692479.0,98.7,0.6122,1.12,0.0938,1.29,Compliant,Current,Watch,0
L0197,Industrial,Southwest,2023-12-30,2026-12-29,Fixed,6.24,10145857.0,9901355.0,13140918.0,907073.0,96.6,0.7535,1.28,0.0916,1.47,Compliant,Current,Watch,0
L0198,Hospitality,Midwest,2022-09-04,2025-09-03,Fixed,7.47,32931892.0,31616420.0,43295396.0,2815902.0,71.6,0.7302,1.04,0.0891,1.19,Compliant,Current,Watch,0
L0199,Hospitality,Southwest,2024-11-20,2031-11-19,Fixed,6.05,10594380.0,10452618.0,12860189.0,907452.0,80.2,0.8128,1.25,0.0868,1.43,Breached,Current,Watch,0
L0200,Industrial,West,2019-10-13,2029-10-10,Floating,6.05,9937796.0,9195483.0,11076293.0,736385.0,90.0,0.8302,1.15,0.0801,1.32,Breached,Current,Watch,0
L0201,Industrial,Midwest,2024-10-16,2029-10-15,Floating,5.59,4226996.0,4165572.0,5932891.0,442162.0,93.6,0.7021,1.65,0.1061,1.9,Compliant,Current,Pass,0
L0202,Office,West,2020-01-04,2025-01-02,Floating,6.44,31646471.0,29368966.0,40700166.0,2374347.0,82.4,0.7216,1.09,0.0808,1.25,Compliant,Current,Watch,0
L0203,Office,Southeast,2021-06-18,2026-06-17,Fixed,6.28,20566484.0,19445413.0,20818049.0,1364069.0,71.0,0.9341,0.97,0.0701,1.12,Breached,Current,High Risk,0
L0204,Hospitality,Northeast,2023-02-28,2028-02-27,Floating,5.75,10492573.0,10134503.0,10549969.0,791082.0,69.8,0.9606,1.18,0.0781,1.36,Breached,Current,High Risk,0
L0205,Retail,Midwest,2023-02-01,2026-01-31,Floating,6.37,3801672.0,3668561.0,4826005.0,353186.0,87.2,0.7602,1.31,0.0963,1.51,Compliant,Current,Watch,0
L0206,Office,Southeast,2022-12-05,2032-12-02,Floating,6.13,22274873.0,21452473.0,42651028.0,2204342.0,100.0,0.503,1.46,0.1028,1.68,Compliant,Current,Pass,0
L0207,Office,Southeast,2019-09-27,2022-09-26,Fixed,5.23,38340668.0,35456609.0,52746224.0,2943767.0,78.8,0.6722,1.38,0.083,1.59,Compliant,Current,Pass,0
L0208,Industrial,Midwest,2022-07-15,2027-07-14,Fixed,7.13,5470406.0,5242717.0,8617797.0,553813.0,100.0,0.6084,1.29,0.1056,1.48,Compliant,Current,Pass,0
L0209,Office,West,2022-04-15,2025-04-14,Fixed,7.29,27743568.0,26505825.0,34835225.0,2190664.0,84.6,0.7609,0.99,0.0826,1.13,Compliant,90+ Days,High Risk,1
L0210,Office,Southeast,2021-09-28,2031-09-26,Fixed,7.13,13358341.0,12674980.0,17299563.0,1114285.0,68.7,0.7327,1.07,0.0879,1.23,Compliant,Current,Watch,0
L0211,Retail,Southwest,2020-12-17,2027-12-16,Fixed,6.12,12581133.0,11819647.0,10595904.0,764661.0,74.6,1.1155,0.92,0.0647,1.06,Compliant,Current,High Risk,0
L0212,Industrial,Southeast,2023-12-09,2033-12-06,Floating,6.58,14560903.0,14199953.0,20958381.0,1416880.0,96.0,0.6775,1.32,0.0998,1.52,Breached,Current,Pass,0
L0213,Industrial,West,2022-04-08,2029-04-06,Fixed,5.24,10891689.0,10403264.0,13286466.0,905197.0,100.0,0.783,1.44,0.087,1.66,Compliant,Current,Watch,0
L0214,Multifamily,West,2023-07-27,2028-07-25,Fixed,6.57,4375372.0,4247491.0,6914477.0,491173.0,94.3,0.6143,1.53,0.1156,1.76,Compliant,Current,Pass,0
L0215,Industrial,Southwest,2019-12-04,2022-12-03,Fixed,6.35,14544853.0,13483278.0,18685272.0,1395184.0,94.6,0.7216,1.42,0.1035,1.63,Compliant,Current,Pass,0
L0216,Multifamily,Southeast,2020-11-17,2027-11-16,Fixed,8.76,15815923.0,14843049.0,33740905.0,1265145.0,89.7,0.4399,0.85,0.0852,0.97,Breached,Current,High Risk,0
L0217,Multifamily,West,2023-03-15,2028-03-13,Fixed,7.18,15038943.0,14533140.0,22940611.0,1411315.0,81.4,0.6335,1.18,0.0971,1.35,Compliant,Current,Pass,0
L0218,Industrial,Midwest,2022-07-26,2027-07-25,Fixed,6.48,11136253.0,10676768.0,11898247.0,678834.0,86.3,0.8973,0.85,0.0636,0.98,Compliant,Current,High Risk,0
L0219,Industrial,Northeast,2020-12-12,2023-12-12,Fixed,6.16,6167246.0,5792953.0,7877211.0,545716.0,81.0,0.7354,1.33,0.0942,1.53,Compliant,Current,Pass,0
L0220,Hospitality,Northeast,2023-10-08,2026-10-07,Floating,7.5,39911798.0,38841069.0,47464064.0,2887764.0,59.2,0.8183,0.86,0.0743,0.99,Compliant,90+ Days,High Risk,1
L0221,Industrial,Northeast,2020-10-17,2025-10-16,Floating,5.78,16388206.0,15363427.0,24127120.0,1584736.0,89.8,0.6368,1.55,0.1031,1.79,Compliant,Current,Pass,0
L0222,Retail,Southeast,2022-08-03,2027-08-02,Fixed,7.23,4428049.0,4246511.0,5532032.0,402009.0,93.2,0.7676,1.14,0.0947,1.31,Compliant,Current,Watch,0
L0223,Office,Southwest,2024-02-24,2031-02-22,Fixed,5.22,37085795.0,36260357.0,40022998.0,2384295.0,74.4,0.906,1.1,0.0658,1.26,Compliant,Current,High Risk,0
L0224,Multifamily,West,2022-09-15,2025-09-14,Floating,6.09,12901258.0,12390580.0,21547917.0,1470976.0,94.0,0.575,1.69,0.1187,1.95,Compliant,Current,Pass,0
L0225,Multifamily,Midwest,2023-12-24,2028-12-22,Fixed,4.55,12883301.0,12570290.0,18054011.0,1425986.0,93.1,0.6963,2.17,0.1134,2.5,Compliant,Current,Pass,0
L0226,Multifamily,Midwest,2023-10-09,2026-10-08,Fixed,6.75,10890722.0,10598910.0,13747704.0,996496.0,96.0,0.771,1.21,0.094,1.39,Compliant,Current,Watch,0
L0227,Mixed-Use,Southeast,2023-05-18,2026-05-17,Floating,6.82,13412149.0,12989281.0,19416559.0,984963.0,76.7,0.669,0.97,0.0758,1.11,Compliant,Current,High Risk,0
L0228,Multifamily,Northeast,2021-08-17,2026-08-16,Fixed,5.69,25505681.0,24165689.0,50215186.0,3132136.0,100.0,0.4812,1.98,0.1296,2.28,Compliant,Current,Pass,0
L0229,Hospitality,Southeast,2023-08-21,2026-08-20,Floating,5.76,38831575.0,37728545.0,36498419.0,2489278.0,56.7,1.0337,1.0,0.066,1.14,Compliant,Current,High Risk,0
L0230,Retail,Southwest,2023-09-26,2026-09-25,Fixed,7.44,13956669.0,13576741.0,13010958.0,910442.0,83.4,1.0435,0.78,0.0671,0.9,Breached,Current,High Risk,0
L0231,Industrial,Southwest,2024-09-11,2029-09-10,Fixed,6.08,11068414.0,10894837.0,16898457.0,1060021.0,93.8,0.6447,1.39,0.0973,1.6,Compliant,Current,Pass,0
L0232,Retail,West,2022-03-03,2027-03-02,Fixed,5.51,13046058.0,12445582.0,20807888.0,1232699.0,93.1,0.5981,1.56,0.099,1.8,Compliant,Current,Pass,0
L0233,Retail,West,2019-09-26,2022-09-25,Floating,8.33,5055968.0,4675482.0,8212995.0,538853.0,98.0,0.5693,1.2,0.1153,1.38,Compliant,Current,Pass,0
L0234,Retail,Southwest,2024-08-15,2027-08-15,Fixed,5.61,11026872.0,10844158.0,19547520.0,1079376.0,93.1,0.5548,1.54,0.0995,1.77,Compliant,Current,Pass,0
L0235,Office,Southwest,2021-02-07,2024-02-07,Fixed,7.22,16542839.0,15569848.0,19199104.0,1437967.0,89.3,0.811,1.11,0.0924,1.28,Compliant,Current,Watch,0
L0236,Industrial,Southwest,2023-08-04,2026-08-03,Floating,5.56,3221002.0,3127707.0,3703423.0,303007.0,87.4,0.8445,1.51,0.0969,1.74,Compliant,90+ Days,Watch,1
L0237,Multifamily,Southeast,2019-09-03,2026-09-01,Fixed,5.88,5015588.0,4634349.0,7190848.0,492949.0,100.0,0.6445,1.57,0.1064,1.81,Compliant,Current,Pass,0
L0238,Office,Southwest,2019-01-28,2024-01-27,Fixed,6.65,12500060.0,11460329.0,26740776.0,1682210.0,86.1,0.4286,1.92,0.1468,2.21,Compliant,Current,Pass,0
L0239,Industrial,Midwest,2022-07-29,2027-07-28,Floating,6.55,12565058.0,12047860.0,13673441.0,1004562.0,74.8,0.8811,1.11,0.0834,1.27,Compliant,Current,High Risk,0
L0240,Office,Northeast,2021-05-01,2026-04-30,Fixed,6.42,12506242.0,11804796.0,13885133.0,998999.0,76.2,0.8502,1.15,0.0846,1.32,Compliant,Current,High Risk,0
L0241,Mixed-Use,Southwest,2024-11-13,2031-11-12,Floating,6.12,10114228.0,9976563.0,19273005.0,1204951.0,89.8,0.5176,1.72,0.1208,1.98,Compliant,Current,Pass,0
L0242,Mixed-Use,Northeast,2024-12-14,2034-12-12,Floating,5.16,21303062.0,21034819.0,22556639.0,1456469.0,80.9,0.9325,1.17,0.0692,1.34,Compliant,Current,High Risk,0
L0243,Hospitality,Southeast,2023-01-07,2030-01-05,Floating,7.92,16212552.0,15631566.0,16699208.0,993840.0,59.3,0.9361,0.7,0.0636,0.8,Compliant,Current,High Risk,0
L0244,Multifamily,Northeast,2020-12-20,2027-12-19,Fixed,5.77,24949421.0,23441793.0,34058888.0,2264309.0,100.0,0.6883,1.46,0.0966,1.67,Compliant,Current,Pass,0
L0245,Office,Southeast,2023-10-08,2028-10-06,Floating,6.86,34164593.0,33248046.0,45599928.0,3086667.0,78.9,0.7291,1.18,0.0928,1.35,Compliant,Current,Pass,0
L0246,Mixed-Use,Midwest,2021-10-25,2028-10-23,Fixed,6.83,14169504.0,13457224.0,20535584.0,1190629.0,86.1,0.6553,1.13,0.0885,1.3,Compliant,Current,Watch,0
L0247,Multifamily,Southeast,2021-12-21,2026-12-20,Floating,6.88,18161618.0,17282695.0,30428680.0,1683555.0,81.5,0.568,1.23,0.0974,1.42,Compliant,Current,Pass,0
L0248,Mixed-Use,Southeast,2024-06-01,2027-06-01,Fixed,5.56,19659085.0,19284862.0,33419897.0,1773456.0,80.1,0.577,1.44,0.092,1.65,Compliant,Current,Pass,0
L0249,Mixed-Use,West,2020-10-05,2023-10-05,Fixed,7.24,12230605.0,11460982.0,16156616.0,1110748.0,77.8,0.7094,1.16,0.0969,1.34,Compliant,Current,Pass,0
L0250,Hospitality,Southwest,2024-08-27,2029-08-26,Fixed,6.66,35337387.0,34765792.0,47096771.0,3056423.0,76.6,0.7382,1.15,0.0879,1.32,Compliant,Current,Watch,0
L0251,Multifamily,Southwest,2019-12-14,2029-12-11,Floating,6.78,20901121.0,19382497.0,31755000.0,2040190.0,96.0,0.6104,1.35,0.1053,1.55,Compliant,Current,Pass,0
L0252,Multifamily,Midwest,2022-12-04,2027-12-03,Floating,6.76,7106908.0,6844283.0,7548220.0,522191.0,87.4,0.9067,0.98,0.0763,1.13,Compliant,Current,High Risk,0
L0253,Hospitality,Midwest,2020-01-13,2027-01-11,Fixed,7.71,23938648.0,22222935.0,36641205.0,2084567.0,72.5,0.6065,1.06,0.0938,1.22,Compliant,Current,Watch,0
L0254,Multifamily,Southwest,2024-01-07,2029-01-05,Fixed,5.54,12978365.0,12669018.0,26601549.0,1472867.0,90.0,0.4763,1.82,0.1163,2.1,Compliant,Current,Pass,0
L0255,Office,West,2023-06-13,2028-06-11,Floating,6.97,28721974.0,27840957.0,31057977.0,2086156.0,79.9,0.8964,0.93,0.0749,1.07,Compliant,Current,High Risk,0
L0256,Retail,Southwest,2021-02-16,2024-02-16,Fixed,5.72,6267136.0,5900380.0,13066949.0,646055.0,88.8,0.4515,1.66,0.1095,1.91,Compliant,Current,Pass,0
L0257,Mixed-Use,West,2020-08-18,2023-08-18,Fixed,4.46,10077338.0,9427308.0,12424849.0,778655.0,88.4,0.7587,1.61,0.0826,1.85,Compliant,Current,Watch,0
L0258,Industrial,Midwest,2020-05-15,2027-05-14,Floating,4.83,10974067.0,10231919.0,13108597.0,1143044.0,96.4,0.7806,2.01,0.1117,2.31,Compliant,Current,Watch,0
L0259,Retail,Northeast,2024-06-14,2029-06-13,Fixed,5.29,15320459.0,15035372.0,29107889.0,1538735.0,90.4,0.5165,1.68,0.1023,1.94,Compliant,Current,Pass,0
L0260,Office,Midwest,2019-05-09,2024-05-07,Floating,6.01,9306512.0,8563317.0,13217047.0,807989.0,88.0,0.6479,1.37,0.0944,1.57,Breached,Current,Pass,0
L0261,Retail,Midwest,2023-08-03,2030-08-01,Fixed,8.16,4553054.0,4421028.0,9726809.0,446402.0,92.1,0.4545,1.08,0.101,1.24,Compliant,Current,Watch,0
L0262,Mixed-Use,Southeast,2021-04-24,2024-04-23,Fixed,6.83,10514756.0,9922588.0,16197936.0,1018793.0,82.3,0.6126,1.31,0.1027,1.5,Compliant,Current,Pass,0
L0263,Office,Southeast,2021-01-27,2031-01-25,Fixed,6.91,14908841.0,14026564.0,14388026.0,1189873.0,77.2,0.9749,1.07,0.0848,1.23,Compliant,Current,High Risk,0
L0264,Retail,Southeast,2021-05-01,2026-04-30,Floating,6.03,3029419.0,2859506.0,4022003.0,278332.0,96.8,0.711,1.4,0.0973,1.62,Compliant,Current,Pass,0
L0265,Hospitality,Southeast,2023-02-21,2028-02-20,Fixed,6.26,50151572.0,48428556.0,50337687.0,2993884.0,68.9,0.9621,0.86,0.0618,0.99,Breached,90+ Days,High Risk,1
L0266,Industrial,West,2019-07-24,2024-07-22,Floating,8.68,9308393.0,8588306.0,9923341.0,839839.0,91.0,0.8655,0.98,0.0978,1.13,Breached,30-60 Days,High Risk,0
L0267,Industrial,Southwest,2020-12-02,2023-12-02,Fixed,5.11,8572227.0,8049157.0,13509498.0,666273.0,89.0,0.5958,1.41,0.0828,1.62,Compliant,Current,Pass,0
L0268,Industrial,Northeast,2023-11-04,2026-11-03,Floating,7.01,24411046.0,23777830.0,33761723.0,2332445.0,96.2,0.7043,1.22,0.0981,1.4,Compliant,Current,Pass,0
L0269,Multifamily,Midwest,2019-08-13,2026-08-11,Fixed,7.65,17808806.0,16442846.0,22667192.0,1486610.0,85.2,0.7254,1.03,0.0904,1.18,Compliant,Current,Watch,0
L0270,Multifamily,West,2020-04-25,2030-04-23,Fixed,7.07,8939008.0,8328608.0,16668813.0,1046414.0,100.0,0.4997,1.55,0.1256,1.78,Compliant,Current,Pass,0
L0271,Industrial,Northeast,2022-11-16,2029-11-14,Floating,8.22,10947591.0,10536561.0,13774937.0,995430.0,85.7,0.7649,1.0,0.0945,1.15,Compliant,Current,High Risk,0
L0272,Industrial,West,2019-02-17,2022-02-16,Fixed,6.39,9773060.0,8966582.0,25745639.0,1399589.0,100.0,0.3483,2.12,0.1561,2.44,Compliant,Current,Pass,0
L0273,Hospitality,West,2020-01-02,2024-12-31,Fixed,6.74,48795370.0,45280499.0,35369301.0,2398520.0,65.7,1.2802,0.68,0.053,0.79,Compliant,90+ Days,High Risk,1
L0274,Hospitality,Midwest,2024-06-08,2027-06-08,Floating,6.7,20064642.0,19687316.0,19605983.0,1307149.0,59.4,1.0041,0.86,0.0664,0.99,Breached,30-60 Days,High Risk,0
L0275,Retail,Southwest,2020-10-17,2023-10-17,Fixed,6.68,3619402.0,3393075.0,5505240.0,314684.0,88.5,0.6163,1.21,0.0927,1.39,Compliant,Current,Pass,0
L0276,Retail,Southeast,2020-06-17,2027-06-16,Floating,5.78,2849001.0,2659421.0,2483568.0,205018.0,79.4,1.0708,1.16,0.0771,1.33,Compliant,Current,High Risk,0
L0277,Industrial,Southwest,2024-12-11,2029-12-10,Fixed,6.91,22509194.0,22223543.0,35015138.0,2218680.0,94.3,0.6347,1.26,0.0998,1.44,Compliant,Current,Pass,0
L0278,Industrial,Midwest,2024-08-01,2027-08-01,Floating,6.86,6480820.0,6370451.0,9397740.0,599126.0,89.4,0.6779,1.19,0.094,1.37,Compliant,Current,Pass,0
L0279,Industrial,Midwest,2019-08-19,2022-08-18,Fixed,6.26,14457329.0,13351284.0,31421086.0,1751754.0,100.0,0.4249,1.82,0.1312,2.1,Compliant,Current,Pass,0
L0280,Industrial,Midwest,2024-05-28,2034-05-26,Fixed,7.77,10402592.0,10203204.0,16562688.0,1052226.0,95.1,0.616,1.15,0.1031,1.33,Compliant,Current,Pass,0
L0281,Hospitality,Northeast,2023-03-05,2026-03-04,Floating,6.36,17494426.0,16900287.0,11255397.0,968108.0,58.5,1.5015,0.78,0.0573,0.9,Breached,Current,High Risk,0
L0282,Multifamily,Southwest,2020-11-05,2025-11-04,Floating,7.69,10401922.0,9757972.0,15912850.0,998143.0,87.2,0.6132,1.16,0.1023,1.33,Compliant,Current,Pass,0
L0283,Multifamily,Southwest,2019-05-06,2024-05-04,Fixed,7.38,28667512.0,26375367.0,40802131.0,2842616.0,97.6,0.6464,1.27,0.1078,1.46,Compliant,Current,Pass,0
L0284,Office,West,2022-05-28,2025-05-27,Fixed,6.97,8116807.0,7766161.0,8585821.0,631529.0,88.3,0.9045,1.01,0.0813,1.17,Compliant,Current,High Risk,0
L0285,Retail,West,2023-11-26,2026-11-25,Floating,5.73,6468157.0,6305053.0,8955933.0,567514.0,86.6,0.704,1.37,0.09,1.57,Compliant,Current,Pass,0
L0286,Office,West,2023-05-17,2028-05-15,Fixed,6.52,29635795.0,28700441.0,36511877.0,2238678.0,69.6,0.7861,1.04,0.078,1.2,Compliant,Current,Watch,0
L0287,Multifamily,Midwest,2021-01-25,2028-01-24,Floating,8.36,5924978.0,5573959.0,9076438.0,628547.0,100.0,0.6141,1.17,0.1128,1.35,Compliant,Current,Pass,0
L0288,Retail,Southwest,2021-11-01,2026-10-31,Floating,4.96,16509683.0,15683566.0,26756344.0,1681066.0,92.6,0.5862,1.88,0.1072,2.16,Compliant,Current,Pass,0
